Student_ID,Course_Code,Assessment_Type,Mark,Assessment_Date,Academic_Year,Semester,Attendance_Rate,Attendance_Scaled,Grade,Full_Name,Gender,DOB,Program,Level,Intake_Year,Phone,Campus_ID,Campus_Name,Source_Campus_File,Upload_Date,Course_Title,Credits,assessment_month,assessment_weekday,is_weekend_assessment,student_course_count,student_avg_mark,student_max_mark,student_fail_count,student_total_credits_earned,is_at_risk,low_attendance_flag
KI015,CS101,Assignment,60.0,,2023/2024,Semester1,100.0,1.4997378301294622,Credit,Alice,Unknown,2003-05-12,ICT,Level7,2020,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,,,False,1,60.0,60.0,0,6.0,0,0
KI013,CS101,Test,60.0,,2023/2024,Semester1,80.0,0.5100580818622619,Credit,Diane,Unknown,01-02-2001,ENGINEERING,Level7,2020,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,,,False,2,60.0,60.0,0,6.0,0,0
KI013,CS101,Test,60.0,,2023/2024,Semester1,80.0,0.5100580818622619,Credit,Diane,Unknown,01-02-2001,ENGINEERING,Level7,2020,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,,,False,2,60.0,60.0,0,6.0,0,0
MU001,cs103,Exam,60.0,,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Diane,Male,,ENGINEERING,Level7,2022,Not Provided,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,,,,,False,2,60.0,60.0,0,0.0,0,1
KI023,CS-101,Exam,60.0,,2023/2024,Semester1,100.0,1.4997378301294622,Credit,Alice,Male,,ICT,Level7,2020,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,,,,,False,1,60.0,60.0,0,0.0,0,0
HU017,CS-101,Test,75.0,,2023/2024,Semester1,40.0,-1.4693014146721388,Distinction,Diane,female,2000/01/01,ENGINEERING,Level7,2021,0781234567,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,,,False,1,75.0,75.0,0,0.0,0,1
HU009,cs103,Exam,60.0,,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Charles,Unknown,,BUSINESS,Level7,2022,0781234567,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,,,False,1,60.0,60.0,0,0.0,0,1
MU043,CS102 ,Test,60.0,,2023/2024,Semester1,80.0,0.5100580818622619,Credit,Charles,Unknown,01-02-2001,ENGINEERING,Level7,2020,Not Provided,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,,,,,False,2,60.0,60.0,0,0.0,0,0
HU038,CS101,Test,60.0,,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Credit,Alice,female,01-02-2001,ICT,Level7,2020,Not Provided,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,Python,3.0,,,False,3,66.42857142857143,75.0,0,12.0,0,0
HU038,CS101,Test,60.0,,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Credit,Alice,female,01-02-2001,ICT,Level7,2020,Not Provided,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,Python,3.0,,,False,3,66.42857142857143,75.0,0,12.0,0,0
KI044,cs103,Test,75.0,,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Distinction,Diane,Unknown,01-02-2001,ENGINEERING,Level7,2020,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,,,,,False,3,62.5,75.0,0,12.0,0,0
KI045,CS101,Test,60.0,,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Alice,Unknown,2003-05-12,ICT,Level7,2020,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,,,False,2,66.0,75.0,0,12.0,0,1
KI045,CS101,Test,60.0,,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Alice,Unknown,2003-05-12,ICT,Level7,2020,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,,,False,2,66.0,75.0,0,12.0,0,1
HU049,CS102 ,Test,60.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Credit,Bob,female,2003-05-12,ICT,Level7,2021,07A345678,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,10.0,Monday,False,1,60.0,60.0,0,0.0,0,0
KI019,CS101,Assignment,60.0,,2023/2024,Semester1,100.0,1.4997378301294622,Credit,Charles,female,2000/01/01,ENGINEERING,Level6,2022,Not Provided,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,,,False,2,60.0,60.0,0,6.0,0,0
KI019,CS101,Assignment,60.0,,2023/2024,Semester1,100.0,1.4997378301294622,Credit,Charles,female,2000/01/01,ENGINEERING,Level6,2022,Not Provided,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,,,False,2,60.0,60.0,0,6.0,0,0
KI012,cs103,Exam,45.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Fail,Charles,female,,ICT,Level6,2020,Not Provided,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,,,10.0,Monday,False,3,54.0,60.0,2,6.0,1,0
KI028,CS101,Assignment,60.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Credit,Bob,Male,,ENGINEERING,Level7,2020,Not Provided,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,10.0,Monday,False,2,55.0,60.0,1,6.0,0,0
KI028,CS101,Assignment,60.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Credit,Bob,Male,,ENGINEERING,Level7,2020,Not Provided,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,10.0,Monday,False,2,55.0,60.0,1,6.0,0,0
MU017,CS-101,Exam,60.0,,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Charles,Unknown,,ICT,Level7,2020,07A345678,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,,,,,False,1,60.0,60.0,0,0.0,0,1
MU020,CS102 ,Assignment,75.0,,2023/2024,Semester1,40.0,-1.4693014146721388,Distinction,Bob,Unknown,2003-05-12,ENGINEERING,Level7,2021,0781234567,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,,,,,False,1,60.0,75.0,1,0.0,0,1
MU037,CS102 ,Test,60.0,,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Diane,female,01-02-2001,BUSINESS,Level6,2021,07A345678,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,,,,,False,3,65.0,75.0,0,0.0,0,1
KI026,CS102 ,Exam,60.0,,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Diane,female,2000/01/01,BUSINESS,Level7,2021,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,,,,,False,2,60.0,60.0,0,0.0,0,1
HU035,cs103,Exam,60.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Credit,Bob,female,2000/01/01,ICT,Level6,2020,0781234567,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,10.0,Monday,False,2,60.0,60.0,0,6.0,0,0
HU001,CS102 ,Assignment,60.0,,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Charles,Unknown,,ICT,Level6,2020,0781234567,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,,,False,1,67.5,75.0,0,0.0,0,1
HU040,CS-101,Assignment,75.0,,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Distinction,Charles,female,,BUSINESS,Level7,2020,0781234567,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,,,False,2,60.0,75.0,2,6.0,1,0
KI014,cs103,Exam,60.0,,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Credit,Alice,female,01-02-2001,ENGINEERING,Level6,2020,Not Provided,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,,,,,False,3,65.0,75.0,0,12.0,0,0
KI010,CS101,Assignment,60.0,,2023/2024,Semester1,80.0,0.5100580818622619,Credit,Alice,Unknown,01-02-2001,ICT,Level7,2022,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,,,False,2,56.25,60.0,1,6.0,0,0
KI010,CS101,Assignment,60.0,,2023/2024,Semester1,80.0,0.5100580818622619,Credit,Alice,Unknown,01-02-2001,ICT,Level7,2022,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,,,False,2,56.25,60.0,1,6.0,0,0
KI014,CS101,Assignment,75.0,2023-10-02,2023/2024,Semester1,100.0,1.4997378301294622,Distinction,Alice,female,01-02-2001,ENGINEERING,Level6,2020,Not Provided,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,10.0,Monday,False,3,65.0,75.0,0,12.0,0,0
KI014,CS101,Assignment,75.0,2023-10-02,2023/2024,Semester1,100.0,1.4997378301294622,Distinction,Alice,female,01-02-2001,ENGINEERING,Level6,2020,Not Provided,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,10.0,Monday,False,3,65.0,75.0,0,12.0,0,0
KI043,CS101,Test,60.0,,2023/2024,Semester1,60.0,-0.4796216664049384,Credit,Charles,Unknown,01-02-2001,ENGINEERING,Level7,2022,Not Provided,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,,,False,1,60.0,60.0,0,6.0,0,0
KI043,CS101,Test,60.0,,2023/2024,Semester1,60.0,-0.4796216664049384,Credit,Charles,Unknown,01-02-2001,ENGINEERING,Level7,2022,Not Provided,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,,,False,1,60.0,60.0,0,6.0,0,0
KI022,CS101,Test,45.0,,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Fail,Diane,Male,2000/01/01,ICT,Level6,2021,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,,,False,2,54.0,60.0,2,12.0,1,0
KI022,CS101,Test,45.0,,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Fail,Diane,Male,2000/01/01,ICT,Level6,2021,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,,,False,2,54.0,60.0,2,12.0,1,0
HU011,CS-101,Assignment,60.0,,2023/2024,Semester1,100.0,1.4997378301294622,Credit,Charles,Male,,BUSINESS,Level7,2022,Not Provided,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,,,False,2,60.0,60.0,0,0.0,0,0
MU005,cs103,Assignment,45.0,,2023/2024,Semester1,80.0,0.5100580818622619,Fail,Bob,female,01-02-2001,ICT,Level7,2022,Not Provided,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,,,,,False,1,45.0,45.0,1,0.0,1,0
HU014,cs103,Test,45.0,,2023/2024,Semester1,60.0,-0.4796216664049384,Fail,Charles,Male,2000/01/01,ENGINEERING,Level7,2021,07A345678,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,,,False,2,55.0,60.0,1,6.0,0,0
KI010,CS102 ,Test,60.0,,2023/2024,Semester1,60.0,-0.4796216664049384,Credit,Alice,Unknown,01-02-2001,ICT,Level7,2022,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,,,,,False,2,56.25,60.0,1,6.0,0,0
HU030,CS-101,Exam,75.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Distinction,Diane,female,,ICT,Level7,2022,07A345678,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,10.0,Monday,False,1,75.0,75.0,0,0.0,0,0
HU035,CS101,Exam,60.0,2023-10-02,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Bob,female,2000/01/01,ICT,Level6,2020,0781234567,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,Python,3.0,10.0,Monday,False,2,60.0,60.0,0,6.0,0,1
HU035,CS101,Exam,60.0,2023-10-02,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Bob,female,2000/01/01,ICT,Level6,2020,0781234567,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,Python,3.0,10.0,Monday,False,2,60.0,60.0,0,6.0,0,1
KI033,CS102 ,Assignment,60.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Credit,Charles,female,01-02-2001,BUSINESS,Level6,2022,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,,,10.0,Monday,False,2,60.0,60.0,0,6.0,0,0
MU023,CS102 ,Assignment,60.0,,2023/2024,Semester1,80.0,0.5100580818622619,Credit,Bob,female,2003-05-12,ICT,Level7,2020,07A345678,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,,,,,False,2,52.5,60.0,1,0.0,0,0
KI028,CS-101,Assignment,45.0,,2023/2024,Semester1,40.0,-1.4693014146721388,Fail,Bob,Male,,ENGINEERING,Level7,2020,Not Provided,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,,,,,False,2,55.0,60.0,1,6.0,0,1
KI012,CS-101,Assignment,45.0,,2023/2024,Semester1,40.0,-1.4693014146721388,Fail,Charles,female,,ICT,Level6,2020,Not Provided,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,,,,,False,3,54.0,60.0,2,6.0,1,1
MU032,CS-101,Exam,75.0,,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Distinction,Diane,Male,2003-05-12,ENGINEERING,Level7,2020,0781234567,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,,,,,False,1,75.0,75.0,0,0.0,0,0
KI039,cs103,Test,60.0,2023-10-02,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Alice,Male,,ICT,Level6,2020,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,,,10.0,Monday,False,2,52.5,60.0,1,0.0,0,1
KI039,CS-101,Exam,45.0,,2023/2024,Semester1,60.0,-0.4796216664049384,Fail,Alice,Male,,ICT,Level6,2020,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,,,,,False,2,52.5,60.0,1,0.0,0,0
MU046,CS-101,Assignment,60.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Credit,Bob,Male,2003-05-12,ICT,Level7,2020,07A345678,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,,,10.0,Monday,False,1,60.0,60.0,0,0.0,0,0
HU040,CS-101,Test,75.0,,2023/2024,Semester1,80.0,0.5100580818622619,Distinction,Charles,female,,BUSINESS,Level7,2020,0781234567,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,,,False,2,60.0,75.0,2,6.0,1,0
KI022,CS102 ,Exam,60.0,,2023/2024,Semester1,100.0,1.4997378301294622,Credit,Diane,Male,2000/01/01,ICT,Level6,2021,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,,,,,False,2,54.0,60.0,2,12.0,1,0
HU039,CS102 ,Test,75.0,,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Distinction,Alice,female,2000/01/01,ICT,Level7,2022,Not Provided,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,,,False,2,67.5,75.0,0,0.0,0,0
MU004,cs103,Test,60.0,,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Alice,Male,2000/01/01,BUSINESS,Level6,2022,07A345678,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,,,,,False,3,54.0,60.0,2,0.0,1,1
HU014,CS101,Exam,60.0,,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Charles,Male,2000/01/01,ENGINEERING,Level7,2021,07A345678,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,Python,3.0,,,False,2,55.0,60.0,1,6.0,0,1
HU014,CS101,Exam,60.0,,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Charles,Male,2000/01/01,ENGINEERING,Level7,2021,07A345678,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,Python,3.0,,,False,2,55.0,60.0,1,6.0,0,1
HU032,cs103,Exam,60.0,,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Alice,female,2003-05-12,ICT,Level6,2022,0781234567,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,,,False,1,60.0,60.0,0,0.0,0,1
MU025,CS101,Exam,45.0,2023-10-02,2023/2024,Semester1,40.0,-1.4693014146721388,Fail,Charles,Unknown,2000/01/01,ENGINEERING,Level7,2021,Not Provided,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,Python,3.0,10.0,Monday,False,1,45.0,45.0,2,6.0,1,1
MU025,CS101,Exam,45.0,2023-10-02,2023/2024,Semester1,40.0,-1.4693014146721388,Fail,Charles,Unknown,2000/01/01,ENGINEERING,Level7,2021,Not Provided,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,Python,3.0,10.0,Monday,False,1,45.0,45.0,2,6.0,1,1
KI047,CS102 ,Exam,75.0,2023-10-02,2023/2024,Semester1,80.0,0.5100580818622619,Distinction,Charles,female,,ENGINEERING,Level7,2022,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,,,10.0,Monday,False,2,56.25,75.0,2,6.0,1,0
HU023,CS102 ,Exam,75.0,,2023/2024,Semester1,100.0,1.4997378301294622,Distinction,Bob,Unknown,,ENGINEERING,Level7,2022,Not Provided,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,,,False,2,75.0,75.0,0,6.0,0,0
KI013,CS102 ,Exam,60.0,,2023/2024,Semester1,60.0,-0.4796216664049384,Credit,Diane,Unknown,01-02-2001,ENGINEERING,Level7,2020,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,,,,,False,2,60.0,60.0,0,6.0,0,0
MU043,cs103,Exam,60.0,,2023/2024,Semester1,80.0,0.5100580818622619,Credit,Charles,Unknown,01-02-2001,ENGINEERING,Level7,2020,Not Provided,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,,,,,False,2,60.0,60.0,0,0.0,0,0
MU045,CS-101,Assignment,60.0,,2023/2024,Semester1,80.0,0.5100580818622619,Credit,Diane,Unknown,2003-05-12,ICT,Level7,2020,0781234567,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,,,,,False,1,60.0,60.0,0,0.0,0,0
KI003,CS-101,Test,45.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Fail,Bob,Unknown,01-02-2001,ENGINEERING,Level7,2022,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,,,10.0,Monday,False,1,45.0,45.0,1,0.0,1,0
MU004,CS102 ,Exam,45.0,,2023/2024,Semester1,60.0,-0.4796216664049384,Fail,Alice,Male,2000/01/01,BUSINESS,Level6,2022,07A345678,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,,,,,False,3,54.0,60.0,2,0.0,1,0
MU004,CS-101,Assignment,60.0,2023-10-02,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Alice,Male,2000/01/01,BUSINESS,Level6,2022,07A345678,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,,,10.0,Monday,False,3,54.0,60.0,2,0.0,1,1
HU039,CS-101,Assignment,60.0,,2023/2024,Semester1,80.0,0.5100580818622619,Credit,Alice,female,2000/01/01,ICT,Level7,2022,Not Provided,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,,,False,2,67.5,75.0,0,0.0,0,0
MU034,cs103,Assignment,60.0,,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Credit,Bob,female,01-02-2001,ENGINEERING,Level7,2020,Not Provided,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,,,,,False,3,60.0,60.0,0,0.0,0,0
KI017,CS101,Test,60.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Credit,Alice,Unknown,2003-05-12,ENGINEERING,Level7,2020,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,10.0,Monday,False,1,60.0,60.0,0,6.0,0,0
KI017,CS101,Test,60.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Credit,Alice,Unknown,2003-05-12,ENGINEERING,Level7,2020,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,10.0,Monday,False,1,60.0,60.0,0,6.0,0,0
MU035,CS102 ,Exam,75.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Distinction,Diane,female,2003-05-12,ENGINEERING,Level7,2022,07A345678,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,,,10.0,Monday,False,1,75.0,75.0,0,0.0,0,0
HU042,CS102 ,Assignment,45.0,,2023/2024,Semester1,100.0,1.4997378301294622,Fail,Charles,female,2000/01/01,BUSINESS,Level7,2021,Not Provided,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,,,False,2,65.0,75.0,1,6.0,0,0
HU015,cs103,Test,75.0,,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Distinction,Diane,female,2003-05-12,BUSINESS,Level7,2020,0781234567,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,,,False,2,75.0,75.0,0,0.0,0,0
MU011,cs103,Test,75.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Distinction,Alice,Male,,ICT,Level6,2022,Not Provided,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,,,10.0,Monday,False,2,70.0,75.0,0,0.0,0,0
HU033,CS-101,Test,60.0,,2023/2024,Semester1,60.0,-0.4796216664049384,Credit,Diane,female,2000/01/01,BUSINESS,Level7,2022,0781234567,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,,,False,3,65.0,75.0,0,0.0,0,0
HU038,CS102 ,Assignment,60.0,2023-10-02,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Alice,female,01-02-2001,ICT,Level7,2020,Not Provided,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,10.0,Monday,False,3,66.42857142857143,75.0,0,12.0,0,1
KI047,CS101,Exam,45.0,,2023/2024,Semester1,100.0,1.4997378301294622,Fail,Charles,female,,ENGINEERING,Level7,2022,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,,,False,2,56.25,75.0,2,6.0,1,0
KI047,CS101,Exam,45.0,,2023/2024,Semester1,100.0,1.4997378301294622,Fail,Charles,female,,ENGINEERING,Level7,2022,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,,,False,2,56.25,75.0,2,6.0,1,0
HU033,cs103,Assignment,75.0,,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Distinction,Diane,female,2000/01/01,BUSINESS,Level7,2022,0781234567,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,,,False,3,65.0,75.0,0,0.0,0,0
KI036,CS101,Assignment,45.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Fail,Alice,female,2003-05-12,ICT,Level7,2020,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,10.0,Monday,False,1,45.0,45.0,2,6.0,1,0
KI036,CS101,Assignment,45.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Fail,Alice,female,2003-05-12,ICT,Level7,2020,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,10.0,Monday,False,1,45.0,45.0,2,6.0,1,0
KI016,CS101,Exam,60.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Credit,Diane,female,01-02-2001,BUSINESS,Level7,2021,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,10.0,Monday,False,2,65.0,75.0,0,6.0,0,0
KI016,CS101,Exam,60.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Credit,Diane,female,01-02-2001,BUSINESS,Level7,2021,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0,10.0,Monday,False,2,65.0,75.0,0,6.0,0,0
HU010,CS102 ,Exam,60.0,,2023/2024,Semester1,100.0,1.4997378301294622,Credit,Bob,Male,,ENGINEERING,Level7,2022,0781234567,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,,,False,2,60.0,60.0,0,0.0,0,0
HU005,CS102 ,Exam,60.0,,2023/2024,Semester1,100.0,1.4997378301294622,Credit,Charles,Male,2000/01/01,BUSINESS,Level7,2020,0781234567,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,,,False,2,55.0,60.0,1,0.0,0,0
MU023,cs103,Test,45.0,2023-10-02,2023/2024,Semester1,80.0,0.5100580818622619,Fail,Bob,female,2003-05-12,ICT,Level7,2020,07A345678,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,,,10.0,Monday,False,2,52.5,60.0,1,0.0,0,0
KI024,CS102 ,Exam,45.0,,2023/2024,Semester1,60.0,-0.4796216664049384,Fail,Diane,Male,,ICT,Level7,2022,Not Provided,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,,,,,False,1,60.0,75.0,1,0.0,0,0
KI047,CS102 ,Assignment,60.0,,2023/2024,Semester1,100.0,1.4997378301294622,Credit,Charles,female,,ENGINEERING,Level7,2022,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,,,,,False,2,56.25,75.0,2,6.0,1,0
MU018,CS102 ,Exam,75.0,,2023/2024,Semester1,80.0,0.5100580818622619,Distinction,Alice,Male,01-02-2001,ENGINEERING,Level7,2021,Not Provided,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,,,,,False,2,65.0,75.0,0,0.0,0,0
HU038,CS101,Assignment,75.0,,2023/2024,Semester1,80.0,0.5100580818622619,Distinction,Alice,female,01-02-2001,ICT,Level7,2020,Not Provided,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,Python,3.0,,,False,3,66.42857142857143,75.0,0,12.0,0,0
HU038,CS101,Assignment,75.0,,2023/2024,Semester1,80.0,0.5100580818622619,Distinction,Alice,female,01-02-2001,ICT,Level7,2020,Not Provided,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,Python,3.0,,,False,3,66.42857142857143,75.0,0,12.0,0,0
MU041,cs103,Test,60.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Credit,Charles,Male,2000/01/01,ICT,Level6,2022,0781234567,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,,,10.0,Monday,False,1,60.0,60.0,0,0.0,0,0
HU047,CS-101,Assignment,60.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.05991342216653541,Credit,Diane,Unknown,,ENGINEERING,Level6,2022,07A345678,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,,,10.0,Monday,False,3,54.0,60.0,2,6.0,1,0
MU009,CS101,Assignment,60.0,2023-10-02,2023/2024,Semester1,80.0,0.5100580818622619,Credit,Charles,Male,01-02-2001,BUSINESS,Level6,2020,07A345678,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,Python,3.0,10.0,Monday,False,1,60.0,60.0,0,12.0,0,0
MU009,CS101,Assignment,60.0,2023-10-02,2023/2024,Semester1,80.0,0.5100580818622619,Credit,Charles,Male,01-02-2001,BUSINESS,Level6,2020,07A345678,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,Python,3.0,10.0,Monday,False,1,60.0,60.0,0,12.0,0,0
